pathway	external_id	source	hgnc_symbol_ids
Other semaphorin interactions	REACT_19200	Reactome	PLXNC1,PLXNB3,SEMA3E,SEMA5A,CD72,TYROBP,ITGA1,PLXNA1,SEMA7A,SEMA4D,PLXNA4,ITGB1,PTPRC,TREM2,SEMA4A,SEMA6D,PLXNA2,PLXND1,SEMA6A
GRB7 events in ERBB2 signaling	REACT_115896	Reactome	NRG1,ERBB2,NRG2,GRB7,ERBB3
Retinoid cycle disease events	REACT_160130	Reactome	NAPEPLD
Downstream signal transduction	REACT_17025	Reactome	MOV10,CRKL,NRAS,IL6ST,AKT1,AKT2,AKT3,TNRC6C,TNRC6B,TNRC6A,TYK2,FGFR4,MLST8,CALM2,CALM3,IRS1,PIK3CA,PIK3CB,PIK3CD,CAMK4,PIK3R3,KRAS,ERBB2,ERBB3,CD28,ERBB4,CREB1,NRG1,MDM2,FGFR2,FGFR3,FGFR1,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,PTPN11,GSK3A,ADCY9,KIT,PTEN,GRB7,RAPGEF1,ADCY8,HRAS,FRS2,IRS2,TRIB3,CRK,RICTOR,ADRBK1,THEM4,STAT5B,TSC2,PRKACG,EGF,AKT1S1,JAK2,PIK3R2,PIK3R1,JAK1,GSK3B,CHUK,CDKN1A,FGF9,FGF8,ITPR2,ITPR3,FGF5,FGF4,BCAR1,FGF2,FGF1,VAV1,PHLPP1,CALM1,BTC,AGO4,AGO1,LCK,FGF20,AGO2,PDGFRB,PDGFRA,PRKAR2A,FGF7,PRKAR2B,FGF6,RPS6KB2,RAF1,STAT6,ITPR1,STAT3,STAT1,MAPK3,CD80,CSF1R,CD86,HBEGF,FGF19,MAPK1,CDKN1B,FGF10,FGF17,FGF16,SRC,FGF3,FOXO1,IL6R,FGF23,MTOR,PRKAR1A,PRKAR1B,PHLPP2,GAB1,SOS1,MAP2K1,BAD,KL,IL6,CDK1,STAT5A,PRKACA,EREG,PRKACB,EGFR,FOXO3,MAP2K2,PLCG1,FOXO4,PDE1C,TRAT1,FYN,MAPKAP1,YWHAB,FGF18,NRG3,NRG2,NRG4,PDGFB,KLB,PRKCA,PRKCE,PRKCD,PRKCG,RASA1,KITLG,NCK1,NCK2,FGF22,CASP9,AGO3,PDPK1,CD19
Semaphorin interactions	REACT_19271	Reactome	MYH10,MYH11,MYH14,CD72,LIMK2,ITGA1,LIMK1,PLXNC1,ARHGEF12,MYL6,TREM2,DPYSL2,SEMA6D,PLXNA4,SEMA4D,MYL9,PLXNB3,PLXNB1,TYROBP,SEMA7A,MYH9,FYN,TLN1,HSP90AB1,ITGB1,CDK5R1,CRMP1,PTPRC,SEMA6A,ARHGAP35,ERBB2,ARHGEF11,DPYSL4,DPYSL5,RAC2,DPYSL3,RAC1,FARP2,FES,CFL1,PLXND1,RHOC,RHOB,RHOA,RHOG,NRP1,MYL12B,SEMA3A,RRAS,SEMA3E,PLXNA3,SEMA5A,PIP5K1C,PLXNA2,PLXNA1,ROCK1,ROCK2,GSK3B,RND1,SEMA4A,CDK5,HSP90AA1,PAK3,PAK1,PAK2,CDC42
Activation of PUMA and translocation to mitochondria	REACT_121	Reactome	TP53,E2F1,BBC3,MIR3190,MIR3191,TFDP1
eNOS activation	REACT_12477	Reactome	NOS3,CALM2,CALM3,CALM1,LYPLA1,AKT1,HSP90AA1,ZDHHC21,CAV1
SUMO is conjugated to E1 (UBA2:SAE1)	REACT_163812	Reactome	SUMO1,SUMO3,SUMO2,UBA2,SAE1
Activation of BIM and translocation to mitochondria 	REACT_1650	Reactome	DYNLL1,MAPK8,BCL2L11
Mitochondrial translation termination	REACT_268261	Reactome	MRPL24,MRPL27,MRPL21,MRPL20,MRPL23,MRPL22,MRPS22,MRPS10,MRPL12,MRPS23,MRPS17,MRPS16,MRPS15,MRPS14,MRPS12,MRPS11,MRPL35,MRPL14,MRPS21,MRPL33,ICT1,CHCHD1,MRPL16,MRPS35,MRPS34,MRPS36,MRPS31,MRPS30,MRPS33,MRPL54,MRPL55,MRPL28,MRPL50,MRPL51,MRPL52,MRPL53,MRPL38,MRPL19,MRPL10,MRPL36,MRPL11,MRPL34,MRPL13,MRPL32,MRPL15,MRPL30,MRPL17,MRPL4,MRPS6,MRPS5,MRPS18A,MRPS18B,MRPS18C,DAP3,MRPL2,MRPL3,MRPL1,MRPL39,MRPL9,MTRF1L,MRRF,MRPS28,MRPS7,MRPS26,MRPS27,GFM2,MRPS25,MRPS9,PTCD3,MRPL18,AURKAIP1,MRPL43,MRPL42,MRPL41,MRPL40,MRPL47,MRPL46,MRPL45,MRPL44,MRPL49,MRPL48,GADD45GIP1,MRPS24,MRPL37
Mitochondrial translation	REACT_268551	Reactome	TSFM,MRPL54,MRPL55,MRPL50,MRPL51,MRPL52,MRPL53,MRPL36,MRPL37,MRPL34,MRPL35,MRPL32,MRPL33,MRPS9,MRPS7,MRPS6,MRPS5,MRPL38,MRPL39,MRRF,MRPL43,MRPL42,MRPL41,MRPL40,MRPL47,MRPL46,MRPL45,MRPL44,DAP3,MRPL49,MRPL48,MRPL24,MRPL27,MRPL21,MRPL20,MRPL23,MRPL22,MRPL28,ICT1,CHCHD1,GADD45GIP1,MRPL10,MRPL11,MRPL12,MRPL13,MRPL14,MRPL15,MRPL16,MRPL17,MRPL18,MRPL19,MRPL4,MRPL2,MRPL3,MRPL1,MRPL9,MRPS28,MRPS26,GFM1,MRPS24,MRPS25,MRPS22,MRPS23,MRPS21,MRPS35,MTRF1L,MTIF3,MTIF2,AURKAIP1,MRPS34,MRPS36,MRPS31,MRPS30,MRPS33,MRPS18A,MRPS18B,MRPS18C,MTFMT,MRPS27,GFM2,PTCD3,MRPS17,MRPS16,MRPS15,MRPS14,MRPS12,MRPS11,MRPS10,MRPL30,TUFM
Meiotic synapsis	REACT_75792	Reactome	HIST1H4C,HIST1H4B,HIST1H4A,HIST1H2AK,HIST1H4E,HIST1H4D,HIST1H4K,HIST1H4J,HIST1H4I,HIST1H4H,HIST1H4L,ATR,HIST2H2BE,HIST2H4B,HIST1H4F,HIST4H4,H2BFS,SYCP2,SMC3,SYCP3,HIST2H4A,SMC1A,BRCA1,SMC1B,RAD21,STAG2,STAG3,STAG1,HIST1H2BD,HIST1H2BE,HIST1H2BF,HIST1H2BG,HIST3H2BB,HIST1H2BA,HIST1H2BB,HIST1H2BC,HIST1H2BL,HIST1H2BM,HIST1H2BN,HIST1H2BO,HIST1H2BH,HIST1H2BI,HIST1H2BJ,HIST1H2BK,H2AFX,REC8,HIST3H3
Meiosis	REACT_111183	Reactome	HIST1H4C,HIST1H4B,HIST1H4A,HIST1H4F,HIST1H4E,HIST1H4D,HIST1H2AK,HIST1H4J,HIST1H4I,HIST1H4H,HIST1H3I,HIST1H4L,HIST1H2BL,ATR,SMC1A,HIST2H2BE,HIST1H2AJ,HIST1H2AE,HIST1H2AD,HIST2H4B,HIST1H3H,HIST1H2AC,HIST2H4A,HIST2H3A,HIST4H4,H2BFS,HIST1H2BH,SMC3,H2AFB1,HIST1H2BI,HIST1H4K,HIST1H2BC,PRDM7,H3F3B,HIST1H2BG,HIST2H2AA3,HIST2H2AA4,BRCA1,HIST2H3C,SMC1B,H3F3A,RAD21,STAG2,STAG3,HIST2H2AC,STAG1,HIST1H2BA,HIST1H3B,HIST1H3C,HIST1H2BF,HIST1H3A,HIST1H3F,HIST1H3G,HIST1H2BB,HIST1H3E,HIST1H3J,HIST1H2BM,HIST1H2BN,HIST1H2BO,SYCP2,SYCP3,HIST1H2BJ,HIST1H2BK,HIST1H2BD,HIST1H2AB,MIR4738,H2AFX,H2AFZ,REC8,HIST2H3D,HIST1H3D,HIST3H2BB,HIST1H2BE,HIST3H3,PRDM9,SPO11
Purine salvage	REACT_1923	Reactome	PNP,DCK,AMPD3,AMPD2,AMPD1,DGUOK,APRT,ADAL,ADA,GMPR2,HPRT1,ADK,GMPR
Activation of BMF and translocation to mitochondria	REACT_2100	Reactome	MAPK8,BMF,DYNLL2
Activation of BH3-only proteins	REACT_697	Reactome	PMAIP1,PPP3R1,DYNLL2,AKT1,AKT2,AKT3,DYNLL1,BBC3,YWHAZ,BMF,YWHAQ,YWHAH,YWHAB,MAPK8,YWHAG,YWHAE,BCL2L11,MIR3190,MIR3191,TP53,E2F1,BAD,SFN,PPP3CC,TFDP1,BCL2
SUMO is transferred from E1 to E2 (UBE2I, UBC9)	REACT_163646	Reactome	UBE2I,SUMO1,SUMO3,SUMO2,SAE1,UBA2
Oxidative Stress Induced Senescence	REACT_169436	Reactome	HIST1H4C,HIST1H4B,HIST1H4A,MOV10,HIST1H4F,HIST1H4E,HIST1H4D,HIST1H4K,HIST1H4J,HIST1H4I,HIST1H4H,HIST1H4L,TNRC6C,TNRC6B,TNRC6A,H2AFB1,MAP3K5,PHC1,PHC3,PHC2,CDKN2B,CDKN2C,CDKN2A,CDKN2D,HIST3H2BB,MDM2,RBBP7,H2AFZ,RBBP4,UBA52,UBB,UBC,RNF2,H2AFX,RPS27A,EED,MAPKAPK5,MAPKAPK3,MAPKAPK2,JUN,H3F3B,H3F3A,FOS,HIST1H2BD,HIST1H2BE,HIST1H2BF,HIST1H2BG,HIST2H3C,HIST1H2BA,HIST1H2BB,SCMH1,HIST1H2BL,HIST1H2BM,HIST1H2BN,HIST1H2BO,HIST1H2BH,HIST1H2BI,HIST1H2BJ,HIST1H2BK,TP53,RING1,HIST2H3D,AGO4,AGO1,TFDP1,HIST2H3A,HIST1H2BC,MAPK14,TNIK,MAPK10,MAPK11,CBX8,CBX6,CBX4,CBX2,MAP4K4,MAPK3,MAPK1,KDM6B,MAPK8,MAPK9,HIST2H2AA4,HIST2H2AA3,CDK4,CDK6,H2BFS,HIST1H2AK,HIST1H2AJ,MAP2K3,MIR4738,EZH2,MAP2K7,MAP2K6,HIST2H2BE,MAP2K4,HIST1H2AE,HIST1H2AD,HIST2H4B,HIST1H2AC,HIST2H4A,TXN,HIST4H4,SUZ12,HIST1H2AB,MINK1,BMI1,HIST1H3B,HIST1H3C,HIST1H3A,HIST1H3F,HIST1H3G,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3H,HIST1H3I,HIST2H2AC,E2F3,E2F2,E2F1,AGO3
SUMO is proteolytically processed	REACT_163725	Reactome	SUMO1,SUMO3,SUMO2,SENP2,SENP1,SENP5
Defective ALG3 causes ALG3-CDG (CDG-1d)	REACT_268185	Reactome	DOLK,RPN1,RPN2,TUSC3,SEC24B,DHDDS,DOLPP1,PMM2,PMM1,ALG12,CANX,MLEC,NPL,CTSA,SEC24D,EDEM2,EDEM3,SEC24C,EDEM1,MAN1A1,MAN1A2,MAN1B1,PRKCSH,ALG8,ALG9,ALG2,ALG3,ALG1,ALG6,ALG5,MANEA,CMAS,SLC35A1,UGGT2,B4GALT1,B4GALT3,B4GALT2,B4GALT5,B4GALT4,B4GALT6,SEC13,UAP1,MAN2A2,MAN2A1,PGM3,STT3A,ST8SIA6,MOGS,ST8SIA4,ST8SIA3,ST8SIA2,ST8SIA1,NEU1,MGAT3,GFPT1,GFPT2,GANAB,ALG10B,MAGT1,MCFD2,SEC23A,SRD5A3,DPM3,DPM2,DPM1,UGGT1,DPAGT1,GMPPA,GMPPB,MVD,ALG10,ALG11,SAR1B,ALG13,ALG14,SLC17A5,GLB1,PREB,NEU4,RFT1,AMIGO3,ST8SIA5,NEU2,NEU3,NAGPA-AS1,ST6GAL2,ST6GAL1,DDOST,MPDU1,GNE,MPI,DAD1,SEC31A,NANP,NANS,ST3GAL3,ST3GAL2,ST3GAL1,ST3GAL6,ST3GAL5,ST3GAL4,PDIA3,MGAT1,MGAT2,MAN1C1,LMAN1,MGAT5,ST6GALNAC6,ST6GALNAC5,ST6GALNAC4,ST6GALNAC3,ST6GALNAC2,ST6GALNAC1,CALR,MGAT4A,MGAT4C,MGAT4B,SEC24A,FUT8
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	REACT_330	Reactome	BCL2L1,BMF,BAD,PMAIP1,BBC3,BCL2L11,MIR3190,MIR3191,BCL2
Alpha9 beta1 integrin signaling events	integrin_a9b1_pathway	PID	ITGA9,TGM2,VEGFC,SAT1,PAOX,ADAM12,ADAM15,F13A1,ADAM8,ITGB1,PXN,FIGF,SRC,NOS2,KCNJ15,RAC1,VEGFA,VCAM1,TNC,BCAR1,ADAM2,FN1,CSF2,SPP1
Formation of HIV-1 elongation complex containing HIV-1 Tat	REACT_6346	Reactome	MIR943,NCBP1,NCBP2,TCEB3,TCEB2,ERCC2,ERCC3,NELFE,CCNT1,MIR1236,TCEA1P2,SUPT5H,NELFB,GTF2H3,TCEB1,SSRP1,NELFA,ELL,SUPT16H,GTF2H2,GTF2H1,GTF2H4,POLR2E,POLR2D,TCEA1,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,MNAT1,CTDP1,POLR2I,POLR2H,POLR2K,POLR2J,GTF2F1,NELFCD,GTF2F2,GTF2H2C,POLR2G,SUPT4H1,CDK7,CDK9,CCNH
mechanism of protein import into the nucleus	npcpathway	BioCarta	NUTF2,RCC1,NUP62,RAN,NUP210,KPNB1,RANGAP1,NUP153,KPNA2,NUP214,RANBP1,RANBP2
Tat-mediated elongation of the HIV-1 transcript	REACT_6162	Reactome	MIR943,NCBP1,NCBP2,TCEB3,TCEB2,ERCC2,NELFA,NELFE,CCNT1,MIR1236,TCEA1P2,SUPT5H,SUPT16H,TCEB1,SSRP1,ERCC3,ELL,GTF2H3,GTF2H2,GTF2H1,GTF2H4,POLR2E,POLR2D,TCEA1,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,MNAT1,CTDP1,POLR2I,POLR2H,POLR2K,POLR2J,GTF2F1,NELFCD,GTF2F2,GTF2H2C,POLR2G,SUPT4H1,NELFB,CDK7,CDK9,CCNH
Signaling by PDGF	REACT_16888	Reactome	MOV10,CRKL,NRAS,IL6ST,AKT1,AKT2,AKT3,TNRC6C,TNRC6B,TNRC6A,TYK2,MDM2,MLST8,CALM2,CALM3,CALM1,PIK3CA,PIK3CB,PIK3CD,CAMK4,PIK3R3,KRAS,ERBB2,ERBB3,CD28,ERBB4,CREB1,NRG1,FGFR4,FGFR2,FGFR3,FGFR1,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,PTPN11,GSK3A,ADCY9,KIT,PTEN,CDKN1A,GRB7,RAPGEF1,ADCY8,HRAS,FRS2,IRS2,TRIB3,CRK,RICTOR,ADRBK1,PLG,THEM4,STAT5B,TSC2,THBS4,THBS2,PRKACG,THBS1,AKT1S1,JAK2,PIK3R2,PIK3R1,JAK1,SPP1,GSK3B,CHUK,COL4A5,COL4A4,COL4A3,COL4A2,COL4A1,FGF8,ITPR2,FGF6,FGF5,FGF4,BCAR1,FGF2,FGF1,VAV1,PHLPP1,BTC,AGO4,AGO1,LCK,FGF20,AGO2,PDGFRB,PDGFRA,FGF9,MAP2K1,PRKAR2A,FGF7,PRKAR2B,ITPR3,RPS6KB2,RAF1,STAT6,ITPR1,STAT3,STAT1,MAPK3,CD80,CSF1R,THBS3,CD86,HBEGF,FGF19,MAPK1,CDKN1B,FGF10,EGF,FGF16,SRC,FGF3,COL9A2,COL9A3,FOXO1,IL6R,FGF23,MTOR,PRKAR1A,PRKAR1B,PHLPP2,GAB1,SOS1,FGF17,IRS1,BAD,KL,IL6,CDK1,STAT5A,PRKACA,EREG,PRKACB,EGFR,FOXO3,MAP2K2,PLCG1,FOXO4,PDE1C,TRAT1,FYN,MAPKAP1,YWHAB,FGF18,NRG3,NRG2,NRG4,PDGFB,PDGFC,PDGFD,KLB,PRKCA,PRKCE,PRKCD,PRKCG,PLAT,COL9A1,RASA1,KITLG,NCK1,NCK2,FGF22,CASP9,AGO3,COL6A1,PDPK1,COL6A3,CD19,COL6A5,COL6A6
CMP phosphorylation	PWY-7205	HumanCyc	NME4,NME5,NME6,NME7,NME1,NME2,NME3,CMPK1,CMPK2,NME2P1,NME1-NME2
Regulation of IFNA signaling	REACT_25216	Reactome	IFNAR2,IFNAR1,TYK2,STAT2,STAT1,IFNB1,JAK1,IFNA13,IFNA10,IFNA17,IFNA16,IFNA14,PTPN1,PTPN6,IFNA8,IFNA2,PTPN11,IFNA7,IFNA6,IFNA5,IFNA4,IFNA21,IFNA1
Interferon alpha/beta signaling	REACT_25162	Reactome	IFNAR2,IFNAR1,TYK2,STAT2,STAT1,IFNB1,JAK1,IFNA13,IFNA10,IFNA17,IFNA16,IFNA14,IRF9,PTPN1,PTPN6,IFNA8,IFNA2,PTPN11,IFNA7,IFNA6,IFNA5,IFNA4,IFNA21,IFNA1
G beta:gamma signalling through PLC beta	REACT_19145	Reactome	PLCB1,PLCB2,PLCB3,GNB1,GNG10,GNG11,GNB3,GNG13,GNG7,GNG4,GNG5,GNG2,GNG3,GNGT1,GNB4,GNB2,GNG8,GNGT2
PLCG1 events in ERBB2 signaling	REACT_115720	Reactome	CREB1,EGFR,PRKAR2A,PLCG1,PRKAR2B,EGF,CALM2,CALM3,CALM1,PDE1C,CAMK4,ADRBK1,ERBB2,PRKCA,PRKCE,PRKCD,PRKCG,PRKAR1A,PRKAR1B,ITPR2,ITPR3,ITPR1,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,ADCY8,ADCY9,PRKACG,PRKACA,PRKACB
hop pathway in cardiac development	hoppathway	BioCarta	GATA4,HOPX,SRF
Abortive elongation of HIV-1 transcript in the absence of Tat	REACT_6261	Reactome	MIR943,NCBP1,NCBP2,NELFB,NELFA,NELFE,MIR1236,SUPT5H,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,CTDP1,POLR2I,POLR2H,POLR2K,POLR2J,GTF2F1,NELFCD,GTF2F2,SUPT4H1
HIV Transcription Elongation	REACT_6274	Reactome	MIR943,NCBP1,NCBP2,TCEB3,TCEB2,ERCC2,NELFA,NELFE,CCNT1,MIR1236,TCEA1P2,SUPT5H,SUPT16H,TCEB1,SSRP1,ERCC3,ELL,GTF2H3,GTF2H2,GTF2H1,GTF2H4,POLR2E,POLR2D,TCEA1,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,MNAT1,CTDP1,POLR2I,POLR2H,POLR2K,POLR2J,GTF2F1,NELFCD,GTF2F2,GTF2H2C,POLR2G,SUPT4H1,NELFB,CDK7,CDK9,CCNH
Activation and oligomerization of BAK protein	REACT_707	Reactome	BAK1
Defective MAN1B1 causes MRT15	REACT_268813	Reactome	DOLK,RPN1,RPN2,TUSC3,SEC24B,DHDDS,DOLPP1,PMM2,PMM1,ALG12,CANX,MLEC,NPL,CTSA,SEC24D,EDEM2,EDEM3,SEC24C,EDEM1,MAN1A1,MAN1A2,MAN1B1,PRKCSH,ALG8,ALG9,ALG2,ALG3,ALG1,ALG6,ALG5,MANEA,CMAS,SLC35A1,UGGT2,B4GALT1,B4GALT3,B4GALT2,B4GALT5,B4GALT4,B4GALT6,SEC13,UAP1,MAN2A2,MAN2A1,PGM3,STT3A,ST8SIA6,MOGS,ST8SIA4,ST8SIA3,ST8SIA2,ST8SIA1,NEU1,MGAT3,GFPT1,GFPT2,GANAB,ALG10B,MAGT1,MCFD2,SEC23A,SRD5A3,DPM3,DPM2,DPM1,UGGT1,DPAGT1,GMPPA,GMPPB,MVD,ALG10,ALG11,SAR1B,ALG13,ALG14,SLC17A5,GLB1,PREB,NEU4,RFT1,AMIGO3,ST8SIA5,NEU2,NEU3,NAGPA-AS1,ST6GAL2,ST6GAL1,DDOST,MPDU1,GNE,MPI,DAD1,SEC31A,NANP,NANS,ST3GAL3,ST3GAL2,ST3GAL1,ST3GAL6,ST3GAL5,ST3GAL4,PDIA3,MGAT1,MGAT2,MAN1C1,LMAN1,MGAT5,ST6GALNAC6,ST6GALNAC5,ST6GALNAC4,ST6GALNAC3,ST6GALNAC2,ST6GALNAC1,CALR,MGAT4A,MGAT4C,MGAT4B,SEC24A,FUT8
Ceramide signalling	REACT_13806	Reactome	NGF,NGFR,SMPD2
Release of apoptotic factors from the mitochondria	REACT_1322	Reactome	DIABLO
Transcriptional regulation of white adipocyte differentiation	REACT_27161	Reactome	MED29,HDAC3,MED21,MED20,MED23,MED22,MED25,MED24,MED27,MED26,FABP4,MED1,MED6,MED7,MED4,MED8,MED9,NCOR2,NCOR1,NCOA2,NCOA3,NCOA1,PPARGC1A,MED10,MED11,MED12,MED13,MED14,MED15,MED16,MED17,MED18,MED19,MIR6884,MED30,MED31,RXRA,PPARG,CDK19,MIR6800,HELZ2,EP300,MED13L,CCNC,CDK8,CREBBP
Signaling by NODAL	REACT_111057	Reactome	FOXO3,ACVR2B,ACVR1C,ACVR1B,SMAD4,NODAL,GDF1,DRAP1,LEFTY2,PCSK6,LEFTY1,SMAD3,SMAD2,CFC1,TDGF1,CER1,FOXH1,ACVR2A,FURIN
glutathione redox reactions I	PWY-4081	HumanCyc	GSR,GPX1,GPX3,GPX2,GPX5,GPX4,GPX7,GPX6,GPX8
thyronamine and iodothyronamine metabolism	PWY-6688	HumanCyc	DIO1,DIO2,DIO3
Formation of Senescence-Associated Heterochromatin Foci (SAHF)	REACT_169121	Reactome	LMNB1,TP53,CABIN1,HIRA,CDKN1A,HMGA2,RB1,HIST1H1A,H1F0,EP400,UBN1,HIST1H1D,HIST1H1E,HMGA1,ASF1A,HIST1H1B,HIST1H1C
DNA Damage/Telomere Stress Induced Senescence	REACT_169185	Reactome	CDKN1B,CDKN1A,ATM,EP400,UBN1,MRE11A,CCNA2,CABIN1,CCNA1,CCNE2,CCNE1,RB1,NBN,ASF1A,H1F0,HMGA2,HMGA1,HIST1H1D,HIST1H1E,HIST1H1A,HIST1H1B,HIST1H1C,LMNB1,TP53,HIRA,CDK2,RAD50
phosphatidylserine biosynthesis II	PWY-7506	HumanCyc	PTDSS2
NADPH regeneration	REACT_16904	Reactome	IDH1
choline degradation	CHOLINE-BETAINE-ANA-PWY	HumanCyc	CHDH,ALDH7A1
tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	PWY-6613	HumanCyc	GART,MTHFD2,MTHFD1
mevalonate pathway	PWY-922	HumanCyc	HMGCS1,HMGCS2,IDI1,IDI2,PMVK,ACAT1,ACAT2,MVD,HMGCR,MVK
Formation of apoptosome	REACT_89	Reactome	APAF1,CASP9
Purine catabolism	REACT_2086	Reactome	PNP,NT5C,NT5E,XDH,GPX1,GDA,NT5C1B,NT5C1A,NT5C2,CAT,NT5C1B-RDH14
Purine metabolism	REACT_522	Reactome	ADSS,AMPD3,AMPD2,AMPD1,CAT,ADSL,ADSSL1,NT5C,DCK,HPRT1,NT5E,IMPDH1,IMPDH2,XDH,PAICS,ADAL,NT5C1B,NT5C1A,GMPR2,NT5C2,PFAS,APRT,ADA,GART,ADK,GMPR,GMPS,ATIC,PNP,GPX1,GDA,PPAT,DGUOK,NT5C1B-RDH14
Activation of caspases through apoptosome-mediated cleavage	REACT_607	Reactome	CASP7,CASP3,APAF1,CASP9
Cytochrome c-mediated apoptotic response	REACT_831	Reactome	CASP7,CASP3,APAF1,CASP9
Iron uptake and transport	REACT_25060	Reactome	ATP6V1D,FLVCR1,ATP6V1F,ATP6V1A,LCN2,HMOX1,ATP6V1H,ATP6V1C2,ATP6V1E2,ATP6V1B2,TCIRG1,SLC11A2,ATP6AP1,CYBRD1,FTL,TFRC,TF,ATP6V1B1,ATP6V0D1,FTH1,SLC46A1,ATP6V0B,ATP6V0C,ATP6V0A2,MCOLN1,ATP6V0D2,HEPH,CP,ATP6V1C1,ATP6V0E2,ABCG2,ATP6V1G2,SLC40A1,ATP6V1E1,HMOX2,ATP6V0A4,ATP6V1G3,ATP6V0A1,ATP6V1G1,ATP6V0E1,STEAP3,STEAP2
FCGR activation	REACT_160274	Reactome	IGKV4-1,IGLV4-3,FCGR1A,IGKV5-2,IGLV5-45,IGHG4,FCGR3A,IGHG1,IGHG2,IGHG3,IGLC6,IGLV2-11,IGLC2,IGLC3,IGLC7,IGKV3-11,IGKC,IGLV1-36,IGLV2-18,IGLV2-33,IGLV7-46,IGLV3-12,IGLV7-43,IGLV3-16,IGKV3D-20,IGKV1D-33,IGLV11-55,IGLV8-61,IGHV7-81,IGKV2-40,IGLV5-37,FCGR2C,IGKV1D-42,FCGR2A,IGLV10-54,IGKV3D-11,IGHV2-70,IGHV3-23,IGLV2-23,IGKV1-5,IGKV3-20,IGLV1-40,SYK,IGLV3-22,IGLV1-44,IGLV3-25,IGLV3-27,IGLV4-60,CD247,IGLV4-69,IGLL5,CD3G
Nuclear signaling by ERBB4	REACT_116022	Reactome	BTRC,NCSTN,ADAM17,PSENEN,NCOR1,APH1B,APH1A,SKP1,PRLR,PSEN2,HBEGF,JAK2,NRG1,NRG3,NRG2,CUL1,ERBB4,PRL,SH2B1,YAP1,GH1,GH2,CSH1,TAB2,PTPN11,ESR1,NRG4,STAT5B,STAT5A,EREG,BTC,WWOX,RBX1
Organic anion transporters	REACT_19372	Reactome	SLC17A8,SLC17A5,SLC17A6,SLC17A7,SLC17A1,SLC5A5,SLC5A8,SLC25A10
SMAC binds to IAPs 	REACT_2190	Reactome	CASP7,XIAP,CASP9,CASP3,DIABLO
SMAC-mediated dissociation of IAP:caspase complexes 	REACT_1767	Reactome	CASP7,XIAP,CASP9,CASP3,DIABLO
SMAC-mediated apoptotic response	REACT_666	Reactome	CASP7,XIAP,CASP9,CASP3,DIABLO
Apoptotic factor-mediated response	REACT_963	Reactome	CASP7,CASP3,CASP9,XIAP,DIABLO,APAF1
Intrinsic Pathway for Apoptosis	REACT_964	Reactome	BCL2L1,DYNLL1,PPP3R1,DYNLL2,BAX,AKT1,AKT2,AKT3,DIABLO,PMAIP1,BBC3,BAK1,YWHAZ,BMF,YWHAQ,YWHAH,YWHAB,MAPK8,YWHAG,APAF1,YWHAE,NMT1,BCL2L11,MIR3190,MIR3191,CASP3,CASP7,TP53,E2F1,GZMB,XIAP,BAD,CASP8,CASP9,SFN,PPP3CC,TFDP1,BCL2
L-cysteine degradation I	CYSTEINE-DEG-PWY	HumanCyc	GOT1,CDO1
HIV elongation arrest and recovery	REACT_6259	Reactome	MIR943,TCEB3,TCEB2,TCEB1,NELFA,NELFE,CCNT1,MIR1236,CCNT2,TCEA1P2,SUPT5H,NELFB,SSRP1,ELL,SUPT16H,TCEA1,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,CTDP1,POLR2I,POLR2H,POLR2K,POLR2J,GTF2F1,NELFCD,GTF2F2,SUPT4H1,CDK9
Pyrimidine biosynthesis	REACT_21376	Reactome	UMPS,DHODH,DCTD,TYMS,DUT,CAD
CDO in myogenesis	REACT_21402	Reactome	CDH15,MYF5,MYF6,MAPK14,MAPK11,MAPK12,ABL1,BOC,MYOG,MYOD1,NEO1,BNIP2,CDH2,CDH4,TCF4,TCF3,SPAG9,MEF2D,CTNNA1,CTNNA2,CTNNB1,MEF2BNB-MEF2B,NTN3,MEF2C,MEF2B,CDON,MEF2BNB,TCF12,CDC42
Myogenesis	REACT_21303	Reactome	CDH15,MYF5,MYF6,MAPK14,MAPK11,MAPK12,ABL1,BOC,MYOG,MYOD1,NEO1,BNIP2,CDH2,CDH4,TCF4,TCF3,SPAG9,MEF2D,CTNNA1,CTNNA2,CTNNB1,MEF2BNB-MEF2B,NTN3,MEF2C,MEF2B,CDON,MEF2BNB,TCF12,CDC42
A third proteolytic cleavage releases NICD	REACT_691	Reactome	APH1B,APH1A,NOTCH4,PSEN2,NOTCH1,NOTCH2,NCSTN,PSENEN,NOTCH3
